"Term"	"Overlap"	"P.value"	"Adjusted.P.value"	"Old.P.value"	"Old.Adjusted.P.value"	"Odds.Ratio"	"Combined.Score"	"Genes"
"TestisIntersitial"	"7/568"	0.429591247211672	0.955503129553895	0	0	1.13123465509703	0.95580404075997	"HERC5;ZNF473;MED21;ULK2;AP2B1;PHF7;MLF1"
"CerebellumPeduncles"	"2/137"	0.443711159153864	0.955503129553895	0	0	1.34125277351084	1.08987715126744	"RMND5A;AFF3"
"SuperiorCervicalGanglion"	"7/602"	0.489797005269938	0.955503129553895	0	0	1.06470588235294	0.759948994174682	"IFIH1;APOL6;ZNF460;TP53INP2;MDM2;ZNF614;CEP97"
"Leukemia promyelocytic-HL-60"	"1/62"	0.495249953733287	0.955503129553895	0	0	1.48292976387427	1.04204390014869	"CEPT1"
"Adrenalgland"	"1/65"	0.511701306915162	0.955503129553895	0	0	1.41320240825688	0.946865693879385	"MRPL33"
"Amygdala"	"4/345"	0.524211149557845	0.955503129553895	0	0	1.06062879356203	0.685018474836233	"RNF11;HSP90AA1;SYNJ1;MAP2K5"
"CD4+ Tcells"	"6/533"	0.530295788251732	0.955503129553895	0	0	1.02915786941764	0.652815766627092	"DDX58;RUFY2;CD2BP2;ESYT1;GBP1;RSBN1"
"Caudatenucleus"	"1/69"	0.532809034392759	0.955503129553895	0	0	1.32980302212628	0.837233614864066	"RGS9"
"SmoothMuscle"	"4/363"	0.564401569324792	0.955503129553895	0	0	1.00651681026106	0.575716824087848	"ZMAT3;GALNT2;PGM3;DHRS3"
"CD105+ Endothelial"	"4/370"	0.579526308550209	0.955503129553895	0	0	0.986910662091752	0.538403405906493	"CHCHD3;UBAP2;TIMM10;TAF5"
"Thalamus"	"1/79"	0.581688614095947	0.955503129553895	0	0	1.15872735826864	0.627821659291195	"SLC25A14"
"Lung"	"3/299"	0.638697151965495	0.955503129553895	0	0	0.914273648648649	0.409891621564815	"GCHFR;EHD4;CISH"
"pineal day"	"7/694"	0.640247916273243	0.955503129553895	0	0	0.917703441267749	0.409203788683956	"HACE1;BMPR2;SYNJ1;USP22;ZNF688;RCHY1;HERC6"
"Hypothalamus"	"1/97"	0.657194239727156	0.955503129553895	0	0	0.940605886850153	0.394843454815222	"SLC25A14"
"Heart"	"4/415"	0.669211733128019	0.955503129553895	0	0	0.876817744582131	0.352178035631895	"NDUFA7;TMEM159;PPP2R1A;IVD"
"TestisGermCell"	"3/314"	0.671245375478816	0.955503129553895	0	0	0.869506966773848	0.346603321499582	"DNAJC4;AP2B1;MLF1"
"Liver"	"6/618"	0.673660028133851	0.955503129553895	0	0	0.882306913375679	0.348537439378464	"GCHFR;SETDB1;CPT2;IVD;FAF2;DHRS3"
"Spinalcord"	"1/105"	0.686238264787325	0.955503129553895	0	0	0.867898729710656	0.326790244398292	"ULK2"
"TestisLeydigCell"	"1/107"	0.693108034325958	0.955503129553895	0	0	0.851436731867751	0.312110650452235	"MED21"
"small intestine"	"2/220"	0.696871648528646	0.955503129553895	0	0	0.827083245254302	0.298704450172594	"PPP1CB;CPT2"
"Tongue"	"1/115"	0.719121838862093	0.955503129553895	0	0	0.791364880090134	0.260932373277096	"HERC6"
"Leukemia chronicMyelogenousK-562"	"1/124"	0.745771984925571	0.955503129553895	0	0	0.733124487208175	0.215051346914088	"CISH"
"Fetalliver"	"1/126"	0.75134355568558	0.955503129553895	0	0	0.721321100917431	0.206220125156966	"DDX58"
"Appendix"	"1/127"	0.754083589603323	0.955503129553895	0	0	0.715559924275521	0.201968259514571	"ATP11C"
"colon"	"2/258"	0.776815418205991	0.955503129553895	0	0	0.702944988479263	0.177530523933124	"PPP1CB;CPT2"
"CD8+ Tcells"	"5/602"	0.792213941050255	0.955503129553895	0	0	0.750794470796349	0.174877898196412	"DDX58;RUFY2;ESYT1;GBP1;RSBN1"
"AtrioventricularNode"	"2/269"	0.796252607961579	0.955503129553895	0	0	0.673604998360344	0.153473352342302	"BRMS1L;MAP2K7"
"Placenta"	"3/405"	0.823391682745159	0.967581373394282	0	0	0.669534273079049	0.130106089863047	"CISH;TRIM25;DVL3"
"CD34+"	"5/645"	0.838570523608378	0.967581373394282	0	0	0.69878066588785	0.123024944260521	"MSH6;NARS2;WDR41;UBAP2;CNOT10"
"Adipocyte"	"1/181"	0.864927530240895	0.979163241782145	0	0	0.499515800203874	0.0724845157969156	"B3GALNT2"
"Uterus"	"1/201"	0.891854508822599	0.980625220688857	0	0	0.449105504587156	0.051401142855677	"PPP1CB"
"Thyroid"	"2/388"	0.928006002442613	0.980625220688857	0	0	0.463097824789284	0.0346013163276644	"IVD;UBXN6"
"Wholebrain"	"1/240"	0.929945104520201	0.980625220688857	0	0	0.375071974204445	0.0272413732069533	"MAP2K5"
"Colorectaladenocarcinoma"	"1/292"	0.960786675361945	0.980625220688857	0	0	0.307229105583404	0.012290047994569	"YKT6"
"Fetalbrain"	"1/325"	0.972887774763676	0.980625220688857	0	0	0.275470041907351	0.00757171911032566	"ULK2"
"BDCA4+ DendriticCells"	"2/495"	0.973449028616612	0.980625220688857	0	0	0.360587394023238	0.0097033398606713	"RRAGC;NMT1"
"Lymphoma burkitts(Raji)"	"1/355"	0.980625220688857	0.980625220688857	0	0	0.251736381070855	0.00492520478629855	"BAZ2A"
